segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Sentiment toward WordPress now (grouped),Positive,141,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.43,14.9,54.6,9.9,39.7
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.33,19.8,48.4,14.3,28.6
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,"Soft skill development (business development, personal development, etc.)",3.08,24.8,38.5,6.7,13.7
Sentiment toward WordPress now (grouped),Negative,164,57,importance,"Soft skill development (business development, personal development, etc.)",3.05,26.2,37.8,6.7,11.6
Sentiment toward WordPress now (grouped),Positive,141,57,importance,"Soft skill development (business development, personal development, etc.)",3.16,22.7,39.7,8.5,17.0
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,"Soft skill development (business development, personal development, etc.)",3.03,25.4,38.1,4.8,12.7
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Topics of sessions / panels,3.69,11.1,67.3,18.6,56.1
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Topics of sessions / panels,3.73,13.4,70.7,23.2,57.3
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Topics of sessions / panels,3.73,7.1,66.7,16.3,59.6
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Topics of sessions / panels,3.59,12.7,63.5,15.1,50.8
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Particular speakers / keynotes,3.14,21.8,38.7,7.7,16.9
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Particular speakers / keynotes,3.09,26.2,38.4,9.1,12.2
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Particular speakers / keynotes,3.26,16.3,40.4,9.2,24.1
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Particular speakers / keynotes,3.06,22.2,37.3,4.0,15.1
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Meeting professional development requirements,2.83,32.0,28.8,7.0,-3.2
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Meeting professional development requirements,2.76,36.6,26.2,9.8,-10.4
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Meeting professional development requirements,2.96,25.5,31.9,5.7,6.4
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Meeting professional development requirements,2.77,33.3,28.6,4.8,-4.8
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Networking opportunities,3.65,14.2,60.6,25.1,46.4
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Networking opportunities,3.59,16.5,57.9,26.8,41.5
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Networking opportunities,3.76,8.5,63.1,23.4,54.6
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Networking opportunities,3.59,17.5,61.1,24.6,43.7
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Community development/engagement,3.61,11.8,61.5,18.3,49.7
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Community development/engagement,3.45,15.2,53.7,15.2,38.4
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Community development/engagement,3.86,5.0,68.1,23.4,63.1
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Community development/engagement,3.55,15.1,64.3,16.7,49.2
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,Cost of ticket,3.44,19.5,54.5,17.6,35.0
Sentiment toward WordPress now (grouped),Negative,164,57,importance,Cost of ticket,3.43,21.3,56.7,21.3,35.4
Sentiment toward WordPress now (grouped),Positive,141,57,importance,Cost of ticket,3.5,16.3,52.5,17.7,36.2
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,Cost of ticket,3.38,20.6,54.0,12.7,33.3
Sentiment toward WordPress now (grouped),All respondents,431,57,importance,"Cost of attendance (travel, housing, etc.)",3.9,11.4,72.4,34.3,61.0
Sentiment toward WordPress now (grouped),Negative,164,57,importance,"Cost of attendance (travel, housing, etc.)",3.82,14.6,68.9,35.4,54.3
Sentiment toward WordPress now (grouped),Positive,141,57,importance,"Cost of attendance (travel, housing, etc.)",3.95,8.5,73.8,30.5,65.2
Sentiment toward WordPress now (grouped),Neutral / unsure,126,57,importance,"Cost of attendance (travel, housing, etc.)",3.96,10.3,75.4,37.3,65.1
Sentiment toward WordPress now (grouped),All respondents,431,59,sentiment,"Right now, how do you generally feel about open source software?",4.16,3.9,81.7,39.4,77.7
Sentiment toward WordPress now (grouped),Negative,164,59,sentiment,"Right now, how do you generally feel about open source software?",3.93,8.5,73.2,31.1,64.6
Sentiment toward WordPress now (grouped),Positive,141,59,sentiment,"Right now, how do you generally feel about open source software?",4.55,0.0,96.5,58.2,96.5
Sentiment toward WordPress now (grouped),Neutral / unsure,126,59,sentiment,"Right now, how do you generally feel about open source software?",4.03,2.4,76.2,29.4,73.8
Sentiment toward WordPress now (grouped),All respondents,431,62,importance,Open source software,4.59,1.2,93.5,68.0,92.3
Sentiment toward WordPress now (grouped),Negative,164,62,importance,Open source software,4.67,0.6,94.5,73.8,93.9
Sentiment toward WordPress now (grouped),Positive,141,62,importance,Open source software,4.68,0.7,97.2,72.3,96.5
Sentiment toward WordPress now (grouped),Neutral / unsure,126,62,importance,Open source software,4.4,2.4,88.1,55.6,85.7
Sentiment toward WordPress now (grouped),All respondents,431,62,importance,Open source values (whatever that means to you)required,4.51,3.2,91.9,64.3,88.6
Sentiment toward WordPress now (grouped),Negative,164,62,importance,Open source values (whatever that means to you)required,4.57,3.0,94.5,67.1,91.5
Sentiment toward WordPress now (grouped),Positive,141,62,importance,Open source values (whatever that means to you)required,4.62,0.7,96.5,67.4,95.7
Sentiment toward WordPress now (grouped),Neutral / unsure,126,62,importance,Open source values (whatever that means to you)required,4.32,6.3,83.3,57.1,77.0
Sentiment toward WordPress now (grouped),All respondents,431,62,importance,The sustainability of open source projects,4.58,1.2,93.3,66.6,92.1
Sentiment toward WordPress now (grouped),Negative,164,62,importance,The sustainability of open source projects,4.63,1.2,95.1,70.1,93.9
Sentiment toward WordPress now (grouped),Positive,141,62,importance,The sustainability of open source projects,4.57,0.7,94.3,63.8,93.6
Sentiment toward WordPress now (grouped),Neutral / unsure,126,62,importance,The sustainability of open source projects,4.52,1.6,89.7,65.1,88.1
Sentiment toward WordPress now (grouped),All respondents,431,62,importance,Open source in WordPress,4.51,2.8,92.1,63.1,89.3
Sentiment toward WordPress now (grouped),Negative,164,62,importance,Open source in WordPress,4.38,4.9,87.8,59.8,82.9
Sentiment toward WordPress now (grouped),Positive,141,62,importance,Open source in WordPress,4.68,0.0,98.6,69.5,98.6
Sentiment toward WordPress now (grouped),Neutral / unsure,126,62,importance,Open source in WordPress,4.47,3.2,90.5,60.3,87.3
Sentiment toward WordPress now (grouped),All respondents,431,62,importance,Open source in AI,3.24,29.2,50.1,27.4,20.9
Sentiment toward WordPress now (grouped),Negative,164,62,importance,Open source in AI,2.98,39.0,43.3,28.0,4.3
Sentiment toward WordPress now (grouped),Positive,141,62,importance,Open source in AI,3.52,21.3,61.0,28.4,39.7
Sentiment toward WordPress now (grouped),Neutral / unsure,126,62,importance,Open source in AI,3.27,25.4,46.8,25.4,21.4
Sentiment toward WordPress now (grouped),All respondents,431,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.6,46.2,31.1,10.0,-15.1
Sentiment toward WordPress now (grouped),Negative,164,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.2,61.6,22.6,11.0,-39.0
Sentiment toward WordPress now (grouped),Positive,141,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",3.04,33.3,44.7,13.5,11.3
Sentiment toward WordPress now (grouped),Neutral / unsure,126,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.65,40.5,27.0,4.8,-13.5
Sentiment toward WordPress now (grouped),All respondents,431,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.35,49.9,16.9,3.9,-32.9
Sentiment toward WordPress now (grouped),Negative,164,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",1.84,68.3,7.3,1.2,-61.0
Sentiment toward WordPress now (grouped),Positive,141,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.88,32.6,33.3,8.5,0.7
Sentiment toward WordPress now (grouped),Neutral / unsure,126,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.4,45.2,11.1,2.4,-34.1
Sentiment toward WordPress now (grouped),All respondents,431,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.7,44.8,34.6,12.5,-10.2
Sentiment toward WordPress now (grouped),Negative,164,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.24,63.4,25.6,11.6,-37.8
Sentiment toward WordPress now (grouped),Positive,141,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.12,30.5,46.1,15.6,15.6
Sentiment toward WordPress now (grouped),Neutral / unsure,126,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.82,36.5,33.3,10.3,-3.2
Sentiment toward the future (grouped),All respondents,431,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,37.1,42.0,17.6,4.9
Sentiment toward the future (grouped),Negative,168,19,agreement,I consider myself to be a contributor to the WordPress open source project.,2.64,51.2,30.4,10.1,-20.8
Sentiment toward the future (grouped),Neutral / unsure,158,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,36.1,41.8,15.8,5.7
Sentiment toward the future (grouped),Positive,105,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.69,16.2,61.0,32.4,44.8
Sentiment toward the future (grouped),All respondents,431,22,agreement,I consider myself to be a member of the WordPress community.,3.88,12.3,71.5,32.9,59.2
Sentiment toward the future (grouped),Negative,168,22,agreement,I consider myself to be a member of the WordPress community.,3.51,19.6,59.5,19.0,39.9
Sentiment toward the future (grouped),Neutral / unsure,158,22,agreement,I consider myself to be a member of the WordPress community.,3.92,10.8,74.1,31.6,63.3
Sentiment toward the future (grouped),Positive,105,22,agreement,I consider myself to be a member of the WordPress community.,4.41,2.9,86.7,57.1,83.8
Sentiment toward the future (grouped),All respondents,431,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.87,38.1,32.7,4.6,-5.3
Sentiment toward the future (grouped),Negative,168,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",1.98,78.6,4.8,0.0,-73.8
Sentiment toward the future (grouped),Neutral / unsure,158,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.05,19.0,27.2,0.0,8.2
Sentiment toward the future (grouped),Positive,105,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",4.02,1.9,85.7,19.0,83.8
Sentiment toward the future (grouped),All respondents,431,34,importance,WordPress open source software,4.58,1.4,94.0,65.4,92.6
Sentiment toward the future (grouped),Negative,168,34,importance,WordPress open source software,4.44,3.0,89.9,58.3,86.9
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,WordPress open source software,4.56,0.6,94.9,62.0,94.3
Sentiment toward the future (grouped),Positive,105,34,importance,WordPress open source software,4.81,0.0,99.0,81.9,99.0
Sentiment toward the future (grouped),All respondents,431,34,importance,The WordPress community,4.13,7.0,80.3,41.8,73.3
Sentiment toward the future (grouped),Negative,168,34,importance,The WordPress community,3.9,9.5,71.4,31.5,61.9
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,The WordPress community,4.08,8.2,80.4,38.6,72.2
Sentiment toward the future (grouped),Positive,105,34,importance,The WordPress community,4.56,1.0,94.3,62.9,93.3
Sentiment toward the future (grouped),All respondents,431,34,importance,WordPress events and meetups,3.26,26.7,50.1,19.5,23.4
Sentiment toward the future (grouped),Negative,168,34,importance,WordPress events and meetups,2.76,38.7,31.0,10.1,-7.7
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,WordPress events and meetups,3.36,24.1,55.7,19.0,31.6
Sentiment toward the future (grouped),Positive,105,34,importance,WordPress events and meetups,3.9,11.4,72.4,35.2,61.0
Sentiment toward the future (grouped),All respondents,431,34,importance,Contributing to WordPress,3.31,18.8,45.7,13.9,26.9
Sentiment toward the future (grouped),Negative,168,34,importance,Contributing to WordPress,2.95,29.8,32.7,6.5,3.0
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Contributing to WordPress,3.37,14.6,47.5,14.6,32.9
Sentiment toward the future (grouped),Positive,105,34,importance,Contributing to WordPress,3.79,7.6,63.8,24.8,56.2
Sentiment toward the future (grouped),All respondents,431,34,importance,Open source values,4.48,2.6,90.7,61.9,88.2
Sentiment toward the future (grouped),Negative,168,34,importance,Open source values,4.43,3.6,90.5,58.9,86.9
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Open source values,4.41,2.5,86.7,58.2,84.2
Sentiment toward the future (grouped),Positive,105,34,importance,Open source values,4.68,1.0,97.1,72.4,96.2
Sentiment toward the future (grouped),All respondents,431,34,importance,AI in WordPress,2.47,52.7,29.0,12.8,-23.7
Sentiment toward the future (grouped),Negative,168,34,importance,AI in WordPress,2.01,69.0,20.2,11.9,-48.8
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,AI in WordPress,2.53,49.4,27.2,11.4,-22.2
Sentiment toward the future (grouped),Positive,105,34,importance,AI in WordPress,3.11,31.4,45.7,16.2,14.3
Sentiment toward the future (grouped),All respondents,431,34,importance,Security in WordPress,4.68,1.4,95.1,75.6,93.7
Sentiment toward the future (grouped),Negative,168,34,importance,Security in WordPress,4.59,3.0,92.3,72.0,89.3
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Security in WordPress,4.73,0.6,96.2,78.5,95.6
Sentiment toward the future (grouped),Positive,105,34,importance,Security in WordPress,4.75,0.0,98.1,77.1,98.1
Sentiment toward the future (grouped),All respondents,431,34,importance,Web standards and compliance,4.57,1.6,93.7,65.9,92.1
Sentiment toward the future (grouped),Negative,168,34,importance,Web standards and compliance,4.49,3.6,92.9,61.9,89.3
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Web standards and compliance,4.59,0.6,93.7,66.5,93.0
Sentiment toward the future (grouped),Positive,105,34,importance,Web standards and compliance,4.67,0.0,95.2,71.4,95.2
Sentiment toward the future (grouped),All respondents,431,34,importance,WordPress leadership,4.04,8.1,73.8,43.4,65.7
Sentiment toward the future (grouped),Negative,168,34,importance,WordPress leadership,4.1,10.7,79.2,49.4,68.5
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,WordPress leadership,4.0,7.6,68.4,43.0,60.8
Sentiment toward the future (grouped),Positive,105,34,importance,WordPress leadership,4.0,4.8,73.3,34.3,68.6
Sentiment toward the future (grouped),All respondents,431,34,importance,WordPress governance,4.17,5.8,76.6,50.8,70.8
Sentiment toward the future (grouped),Negative,168,34,importance,WordPress governance,4.25,7.1,80.4,58.3,73.2
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,WordPress governance,4.17,5.1,74.1,51.3,69.0
Sentiment toward the future (grouped),Positive,105,34,importance,WordPress governance,4.04,4.8,74.3,38.1,69.5
Sentiment toward the future (grouped),All respondents,431,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,25.5,41.5,12.5,16.0
Sentiment toward the future (grouped),Negative,168,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",2.91,33.3,34.5,12.5,1.2
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.25,22.2,44.9,12.0,22.8
Sentiment toward the future (grouped),Positive,105,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.33,18.1,47.6,13.3,29.5
Sentiment toward the future (grouped),All respondents,431,34,importance,Enterprise/scale issues,3.13,24.8,40.1,11.1,15.3
Sentiment toward the future (grouped),Negative,168,34,importance,Enterprise/scale issues,2.74,39.3,28.6,8.9,-10.7
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Enterprise/scale issues,3.41,15.2,49.4,13.9,34.2
Sentiment toward the future (grouped),Positive,105,34,importance,Enterprise/scale issues,3.31,16.2,44.8,10.5,28.6
Sentiment toward the future (grouped),All respondents,431,34,importance,Collaboration with the greater open source ecosystem,3.82,8.8,67.7,26.0,58.9
Sentiment toward the future (grouped),Negative,168,34,importance,Collaboration with the greater open source ecosystem,3.81,11.3,69.0,28.6,57.7
Sentiment toward the future (grouped),Neutral / unsure,158,34,importance,Collaboration with the greater open source ecosystem,3.73,8.9,62.0,22.2,53.2
Sentiment toward the future (grouped),Positive,105,34,importance,Collaboration with the greater open source ecosystem,3.95,4.8,74.3,27.6,69.5
Sentiment toward the future (grouped),All respondents,431,38,importance,Personal capacity,4.22,3.7,82.8,44.5,79.1
Sentiment toward the future (grouped),Negative,168,38,importance,Personal capacity,4.17,3.6,81.5,41.7,78.0
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Personal capacity,4.16,5.1,78.5,44.9,73.4
Sentiment toward the future (grouped),Positive,105,38,importance,Personal capacity,4.38,1.9,91.4,48.6,89.5
Sentiment toward the future (grouped),All respondents,431,38,importance,Financial incentives/restraints,3.05,27.4,33.6,11.8,6.3
Sentiment toward the future (grouped),Negative,168,38,importance,Financial incentives/restraints,2.98,28.0,28.0,10.1,0.0
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Financial incentives/restraints,3.02,28.5,33.5,11.4,5.1
Sentiment toward the future (grouped),Positive,105,38,importance,Financial incentives/restraints,3.21,24.8,42.9,15.2,18.1
Sentiment toward the future (grouped),All respondents,431,38,importance,Impact of my contributions to the project,3.4,14.4,47.8,12.8,33.4
Sentiment toward the future (grouped),Negative,168,38,importance,Impact of my contributions to the project,3.24,17.9,41.1,9.5,23.2
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Impact of my contributions to the project,3.47,13.3,51.3,13.9,38.0
Sentiment toward the future (grouped),Positive,105,38,importance,Impact of my contributions to the project,3.56,10.5,53.3,16.2,42.9
Sentiment toward the future (grouped),All respondents,431,38,importance,Impact of my participation on my professional or personal life,3.6,9.5,58.5,15.3,49.0
Sentiment toward the future (grouped),Negative,168,38,importance,Impact of my participation on my professional or personal life,3.48,12.5,52.4,14.9,39.9
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Impact of my participation on my professional or personal life,3.66,6.3,61.4,13.9,55.1
Sentiment toward the future (grouped),Positive,105,38,importance,Impact of my participation on my professional or personal life,3.7,9.5,63.8,18.1,54.3
Sentiment toward the future (grouped),All respondents,431,38,importance,Understanding how to participate,3.59,10.7,59.6,16.2,49.0
Sentiment toward the future (grouped),Negative,168,38,importance,Understanding how to participate,3.47,12.5,54.8,13.1,42.3
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Understanding how to participate,3.64,8.9,61.4,17.1,52.5
Sentiment toward the future (grouped),Positive,105,38,importance,Understanding how to participate,3.71,10.5,64.8,20.0,54.3
Sentiment toward the future (grouped),All respondents,431,38,importance,Mentorship or guidance,3.08,23.9,33.4,7.4,9.5
Sentiment toward the future (grouped),Negative,168,38,importance,Mentorship or guidance,2.9,28.6,26.2,4.2,-2.4
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Mentorship or guidance,3.15,22.8,35.4,9.5,12.7
Sentiment toward the future (grouped),Positive,105,38,importance,Mentorship or guidance,3.26,18.1,41.9,9.5,23.8
Sentiment toward the future (grouped),All respondents,431,38,importance,Project roadmap,3.43,17.2,51.7,14.2,34.6
Sentiment toward the future (grouped),Negative,168,38,importance,Project roadmap,3.45,16.1,52.4,16.1,36.3
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Project roadmap,3.37,19.6,49.4,12.7,29.7
Sentiment toward the future (grouped),Positive,105,38,importance,Project roadmap,3.48,15.2,54.3,13.3,39.0
Sentiment toward the future (grouped),All respondents,431,38,importance,Project leadership,3.83,12.5,67.3,32.7,54.8
Sentiment toward the future (grouped),Negative,168,38,importance,Project leadership,4.05,10.7,76.8,45.2,66.1
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Project leadership,3.8,11.4,65.8,31.0,54.4
Sentiment toward the future (grouped),Positive,105,38,importance,Project leadership,3.5,17.1,54.3,15.2,37.1
Sentiment toward the future (grouped),All respondents,431,38,importance,Project governance/policies,3.85,10.4,66.4,32.7,55.9
Sentiment toward the future (grouped),Negative,168,38,importance,Project governance/policies,4.08,8.3,73.2,46.4,64.9
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Project governance/policies,3.85,10.8,69.0,30.4,58.2
Sentiment toward the future (grouped),Positive,105,38,importance,Project governance/policies,3.49,13.3,51.4,14.3,38.1
Sentiment toward the future (grouped),All respondents,431,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.99,7.7,75.6,33.6,68.0
Sentiment toward the future (grouped),Negative,168,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.06,7.7,74.4,42.3,66.7
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.97,7.0,75.9,31.0,69.0
Sentiment toward the future (grouped),Positive,105,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.91,8.6,77.1,23.8,68.6
Sentiment toward the future (grouped),All respondents,431,38,importance,Participation in the WordPress community,3.52,10.0,53.4,15.3,43.4
Sentiment toward the future (grouped),Negative,168,38,importance,Participation in the WordPress community,3.32,14.3,42.9,11.3,28.6
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Participation in the WordPress community,3.5,10.8,54.4,14.6,43.7
Sentiment toward the future (grouped),Positive,105,38,importance,Participation in the WordPress community,3.89,1.9,68.6,22.9,66.7
Sentiment toward the future (grouped),All respondents,431,38,importance,Feeling welcome/included,4.06,5.8,76.3,39.2,70.5
Sentiment toward the future (grouped),Negative,168,38,importance,Feeling welcome/included,4.01,6.0,73.2,38.1,67.3
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Feeling welcome/included,4.04,5.7,74.7,39.2,69.0
Sentiment toward the future (grouped),Positive,105,38,importance,Feeling welcome/included,4.18,5.7,83.8,41.0,78.1
Sentiment toward the future (grouped),All respondents,431,38,importance,Participating in a language other than English,2.46,45.2,19.7,6.3,-25.5
Sentiment toward the future (grouped),Negative,168,38,importance,Participating in a language other than English,2.34,47.6,14.9,3.6,-32.7
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Participating in a language other than English,2.39,48.1,18.4,5.7,-29.7
Sentiment toward the future (grouped),Positive,105,38,importance,Participating in a language other than English,2.77,37.1,29.5,11.4,-7.6
Sentiment toward the future (grouped),All respondents,431,38,importance,Working asynchronously,3.61,11.6,55.5,24.1,43.9
Sentiment toward the future (grouped),Negative,168,38,importance,Working asynchronously,3.45,14.9,50.0,18.5,35.1
Sentiment toward the future (grouped),Neutral / unsure,158,38,importance,Working asynchronously,3.61,12.7,57.0,24.1,44.3
Sentiment toward the future (grouped),Positive,105,38,importance,Working asynchronously,3.87,4.8,61.9,33.3,57.1
Sentiment toward the future (grouped),All respondents,431,50,agreement,Attending in-person WordPress-related events is important to me.,3.13,35.3,46.6,21.3,11.4
Sentiment toward the future (grouped),Negative,168,50,agreement,Attending in-person WordPress-related events is important to me.,2.61,53.0,32.1,10.7,-20.8
Sentiment toward the future (grouped),Neutral / unsure,158,50,agreement,Attending in-person WordPress-related events is important to me.,3.22,30.4,48.1,20.9,17.7
Sentiment toward the future (grouped),Positive,105,50,agreement,Attending in-person WordPress-related events is important to me.,3.83,14.3,67.6,39.0,53.3
Sentiment toward the future (grouped),All respondents,431,57,importance,A location local to you,3.73,13.9,65.9,27.8,52.0
Sentiment toward the future (grouped),Negative,168,57,importance,A location local to you,3.7,15.5,67.3,25.6,51.8
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,A location local to you,3.67,13.3,63.9,22.2,50.6
Sentiment toward the future (grouped),Positive,105,57,importance,A location local to you,3.89,12.4,66.7,40.0,54.3
Sentiment toward the future (grouped),All respondents,431,57,importance,A regional/destination location,3.42,16.7,54.3,13.9,37.6
Sentiment toward the future (grouped),Negative,168,57,importance,A regional/destination location,3.3,19.6,51.8,10.1,32.1
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,A regional/destination location,3.42,15.2,55.1,12.0,39.9
Sentiment toward the future (grouped),Positive,105,57,importance,A regional/destination location,3.59,14.3,57.1,22.9,42.9
Sentiment toward the future (grouped),All respondents,431,57,importance,Events with smaller attendance,2.91,24.8,25.1,3.9,0.2
Sentiment toward the future (grouped),Negative,168,57,importance,Events with smaller attendance,2.96,24.4,25.6,4.8,1.2
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Events with smaller attendance,2.91,22.8,25.3,2.5,2.5
Sentiment toward the future (grouped),Positive,105,57,importance,Events with smaller attendance,2.84,28.6,23.8,4.8,-4.8
Sentiment toward the future (grouped),All respondents,431,57,importance,Events with larger attendance,2.72,31.6,16.9,2.8,-14.6
Sentiment toward the future (grouped),Negative,168,57,importance,Events with larger attendance,2.69,33.3,15.5,2.4,-17.9
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Events with larger attendance,2.72,29.7,16.5,3.2,-13.3
Sentiment toward the future (grouped),Positive,105,57,importance,Events with larger attendance,2.78,31.4,20.0,2.9,-11.4
Sentiment toward the future (grouped),All respondents,431,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.37,18.1,52.9,11.8,34.8
Sentiment toward the future (grouped),Negative,168,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.34,19.6,53.6,11.9,33.9
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.39,18.4,53.8,12.7,35.4
Sentiment toward the future (grouped),Positive,105,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.38,15.2,50.5,10.5,35.2
Sentiment toward the future (grouped),All respondents,431,57,importance,"Soft skill development (business development, personal development, etc.)",3.08,24.8,38.5,6.7,13.7
Sentiment toward the future (grouped),Negative,168,57,importance,"Soft skill development (business development, personal development, etc.)",2.98,28.0,33.9,6.5,6.0
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,"Soft skill development (business development, personal development, etc.)",3.08,25.3,41.8,5.1,16.5
Sentiment toward the future (grouped),Positive,105,57,importance,"Soft skill development (business development, personal development, etc.)",3.23,19.0,41.0,9.5,21.9
Sentiment toward the future (grouped),All respondents,431,57,importance,Topics of sessions / panels,3.69,11.1,67.3,18.6,56.1
Sentiment toward the future (grouped),Negative,168,57,importance,Topics of sessions / panels,3.67,14.3,68.5,20.8,54.2
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Topics of sessions / panels,3.68,10.1,65.8,17.7,55.7
Sentiment toward the future (grouped),Positive,105,57,importance,Topics of sessions / panels,3.72,7.6,67.6,16.2,60.0
Sentiment toward the future (grouped),All respondents,431,57,importance,Particular speakers / keynotes,3.14,21.8,38.7,7.7,16.9
Sentiment toward the future (grouped),Negative,168,57,importance,Particular speakers / keynotes,3.05,25.6,38.7,5.4,13.1
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Particular speakers / keynotes,3.13,21.5,36.7,7.6,15.2
Sentiment toward the future (grouped),Positive,105,57,importance,Particular speakers / keynotes,3.3,16.2,41.9,11.4,25.7
Sentiment toward the future (grouped),All respondents,431,57,importance,Meeting professional development requirements,2.83,32.0,28.8,7.0,-3.2
Sentiment toward the future (grouped),Negative,168,57,importance,Meeting professional development requirements,2.68,38.7,24.4,7.1,-14.3
Sentiment toward the future (grouped),Neutral / unsure,158,57,importance,Meeting professional development requirements,2.84,32.3,28.5,8.9,-3.8
